flavor,weight_g,chip_count
Classic,14.018017677207677,6
Masala,11.598334162202724,6
Masala,12.088804896375498,8
Classic,10.612169491794706,6
Masala,13.173356366269708,8
Masala,14.98539078540831,6
Classic,12.137448439603077,8
Classic,10.649132244758588,6
Classic,12.798778418191912,6
Masala,10.146820795511962,9
Sour Cream and Onion,28.90258053017802,15
Masala,11.895135631095487,7
Hot and Sweet Chilli,21.87411944097582,15
Sour Cream and Onion,22.96489781283315,16
Classic,12.703968774927722,7
Sour Cream and Onion,27.59582410114632,11
Classic,12.355839494664073,8
Classic,13.25833959353213,6
Masala,11.788991326627208,6
Hot and Sweet Chilli,28.192551048714613,13
Masala,11.676040236854364,6
Masala,11.22169970393233,9
Tangy Tomato,56.51956425416164,36
Hot and Sweet Chilli,27.190774473538557,13
Barbecue,42.839439795219874,32
Classic,13.698356503633818,7
Sour Cream and Onion,27.488263369633064,11
Classic,12.177527271990797,9
Classic,11.761874733048272,6
Hot and Sweet Chilli,28.061958810037908,15
Masala,14.895524690075773,8
Sour Cream and Onion,20.311155999173575,16
Masala,13.380887810377171,7
Masala,11.574597943064838,10
Classic,10.348205740812029,6
Masala,10.835660057356106,9
Barbecue,44.5435911404703,31
Tangy Tomato,41.453417432200325,39
Barbecue,46.807601853333495,33
Hot and Sweet Chilli,25.12654753145053,16
Masala,11.801889099651738,6
Barbecue,40.66378709124852,29
Hot and Sweet Chilli,24.08306342759451,14
Tangy Tomato,58.766096368969656,36
Tangy Tomato,44.65526294202577,32
Barbecue,55.76894686506597,36
Masala,14.494236940901237,7
Hot and Sweet Chilli,29.071950307058298,14
Barbecue,40.00376799113164,34
Hot and Sweet Chilli,21.109894692134812,17
Masala,12.30179135600963,8
Classic,11.908059699336,7
Barbecue,47.60801097940819,38
Classic,14.01177164579632,8
Classic,12.112742141559723,6
Masala,12.107220207896237,7
Classic,14.590382760995753,8
Tangy Tomato,42.54907918845738,33
Masala,11.46109115230949,7
Classic,14.13019525833286,8
Barbecue,56.09813553682877,27
Sour Cream and Onion,29.817986932606274,16
Classic,13.633354960351616,8
Sour Cream and Onion,26.28238110463281,12
Hot and Sweet Chilli,22.8152119841493,14
Masala,10.562901952059685,7
Sour Cream and Onion,21.202472265116757,15
Sour Cream and Onion,20.965344701954407,17
Barbecue,40.922471286714675,25
Barbecue,49.37535930929012,32
Classic,14.122674040435161,6
Classic,11.486189038543086,8
Sour Cream and Onion,27.30246147090146,12
Classic,10.240714179891768,9
Sour Cream and Onion,28.772394571622005,12
Sour Cream and Onion,26.678046832264066,16
Barbecue,46.80811686699129,31
Hot and Sweet Chilli,21.853301795287145,15
Hot and Sweet Chilli,28.381521835519244,17
Masala,12.145912966981784,7
Classic,14.97718758095655,7
Masala,12.86674672817609,6
Hot and Sweet Chilli,20.636409092866423,15
Classic,11.101126506886576,8
Masala,10.574664985297835,6
Classic,12.626198787600801,6
Masala,13.346001314690392,6
Masala,10.323434467575657,8
Sour Cream and Onion,25.717723520483222,16
Hot and Sweet Chilli,26.944504561307088,15
Masala,14.553382897175698,7
Classic,13.869398278650781,6
Sour Cream and Onion,23.408156997898466,14
Masala,12.216900071895939,9
Classic,14.740541600857211,7
Masala,12.958485811531627,6
Masala,13.198027805888408,8
Classic,12.561818887728954,8
Classic,11.170922234077429,8
Classic,12.438335343106322,6
Sour Cream and Onion,22.626756425986517,12
Tangy Tomato,49.457942656218094,32
Classic,12.531330297476014,8
Hot and Sweet Chilli,24.069719096342638,16
Sour Cream and Onion,22.54391580841847,12
Masala,10.198829824942848,6
Hot and Sweet Chilli,20.456487455023836,13
Masala,11.38407153895653,6
Masala,12.25232650828909,6
Tangy Tomato,49.64082116224165,31
Sour Cream and Onion,24.697437629906837,15
Classic,12.371442102156303,6
Hot and Sweet Chilli,25.16572628445979,17
Masala,14.270679988252521,6
Masala,11.09534404550929,8
Masala,14.21962306305862,6
Classic,11.694303246693758,6
Sour Cream and Onion,24.385384885374357,17
Classic,11.983984235431581,7
Masala,14.658768597164082,6
Tangy Tomato,56.333643509014365,25
Sour Cream and Onion,26.170665161178015,16
Classic,11.726115714008461,7
Classic,12.873897771322076,7
Hot and Sweet Chilli,24.935465803401186,13
Masala,10.224267840117843,8
Hot and Sweet Chilli,21.314891198979815,16
Sour Cream and Onion,21.6520393933785,16
Masala,13.649301544242391,9
Masala,14.538055012782774,6
Masala,11.290866270955846,6
Masala,11.54686358931391,6
Barbecue,54.3685845963747,35
Sour Cream and Onion,28.211982825502265,12
Hot and Sweet Chilli,26.364013701834068,17
Masala,11.28803610166861,7
Hot and Sweet Chilli,20.405587375446814,15
Hot and Sweet Chilli,26.865899134926067,12
Masala,13.326460509890277,6
Hot and Sweet Chilli,24.56236508955542,12
Hot and Sweet Chilli,20.922847920732572,14
Classic,12.747918283610717,6
Classic,10.355038322666278,7
Masala,11.60540548543525,6
Hot and Sweet Chilli,29.41725711618925,16
Classic,13.393349783362824,6
Classic,14.440195321800589,6
Barbecue,40.202623680554865,25
Classic,10.694356631982584,6
Masala,13.062867341724097,9
Masala,10.859242406635472,6
Classic,10.602792082018452,6
Masala,12.649957614632093,7
Classic,12.669837362738818,9
Barbecue,56.400252582387125,32
Classic,12.110171300638195,6
Hot and Sweet Chilli,24.488530716747082,15
Classic,11.996843741973455,6
Hot and Sweet Chilli,21.230032951237455,12
Classic,11.080256825058436,6
Barbecue,54.58346975098896,32
Hot and Sweet Chilli,20.673845547855226,16
Tangy Tomato,53.849856533384504,25
Barbecue,48.077957283402476,36
Masala,11.376905871277092,6
Masala,14.308712474591477,7
Masala,12.23209758200791,6
Masala,11.921198100686906,8
Masala,14.28781168830642,6
Classic,13.796755128763065,7
Masala,11.594334091605694,9
Hot and Sweet Chilli,20.123097030160757,13
Sour Cream and Onion,26.01074166800233,15
Masala,11.964871126726456,9
Sour Cream and Onion,23.745528870201213,14
Masala,12.152646692311038,9
Masala,10.223892252523342,6
Classic,11.729387303689286,8
Classic,11.69884413575559,7
Barbecue,52.91644772572968,36
Sour Cream and Onion,20.0671039030406,13
Sour Cream and Onion,24.09628894895232,12
Masala,10.506299573075795,9
Masala,13.028896247263452,6
Sour Cream and Onion,28.41723361744676,15
Sour Cream and Onion,25.5968844483794,14
Tangy Tomato,43.34719466277256,26
Hot and Sweet Chilli,24.855896996593977,14
Hot and Sweet Chilli,25.319127065242633,15
Sour Cream and Onion,23.842067129858002,13
Hot and Sweet Chilli,22.0886407070574,13
Barbecue,47.75973519893739,33
Barbecue,47.90868535985829,30
Hot and Sweet Chilli,27.562136139501767,15
Sour Cream and Onion,22.892447719726544,15
Sour Cream and Onion,28.354802363823275,16
Masala,14.779594144776595,6
Barbecue,49.480128569663115,29
Classic,13.014714382397308,9
Sour Cream and Onion,25.453811212183027,15
Hot and Sweet Chilli,22.884054378187457,16
Barbecue,47.789637898048404,36
Hot and Sweet Chilli,29.70742153677248,16
Masala,12.707038036737925,6
Barbecue,49.55756896044485,37
Masala,12.70852406205002,7
Hot and Sweet Chilli,22.469074266675854,14
Tangy Tomato,47.12371294235189,26
Tangy Tomato,45.18669794634189,26
Classic,10.885854626359327,6
Classic,11.712239894173567,9
Hot and Sweet Chilli,22.35037214803825,14
Masala,12.78854413125022,7
Hot and Sweet Chilli,21.652420504426033,16
Classic,12.220218746011014,8
Sour Cream and Onion,28.16756930119528,15
Sour Cream and Onion,24.017788006543242,12
Sour Cream and Onion,27.34577923121413,12
Masala,13.1170297907972,6
Hot and Sweet Chilli,27.925213919629194,14
Masala,11.006560539112167,6
Classic,10.739920736829173,6
Hot and Sweet Chilli,24.755460374868267,14
Barbecue,58.13885617669668,39
Hot and Sweet Chilli,29.64028847165514,15
Masala,12.995602925201625,7
Masala,12.666933143826814,8
Sour Cream and Onion,20.379815632898534,17
Classic,13.952548971374425,8
Masala,10.28870525934587,9
Masala,11.378837841256784,6
Sour Cream and Onion,20.344612594250002,17
Masala,10.743979847025578,7
Sour Cream and Onion,25.129024161471975,15
Sour Cream and Onion,24.834074359731467,17
Masala,12.943657610656599,7
Masala,12.457090887642783,7
Tangy Tomato,44.06446182172174,32
Hot and Sweet Chilli,24.412237136553266,13
Hot and Sweet Chilli,25.11275462200751,12
Sour Cream and Onion,23.62268087098591,12
Barbecue,57.31154291249105,38
Tangy Tomato,49.119585515198736,35
Sour Cream and Onion,28.27518922106303,15
Hot and Sweet Chilli,28.06589342326277,13
Masala,11.002372577642014,6
Sour Cream and Onion,20.594715688672807,16
Classic,12.195749083168742,6
Hot and Sweet Chilli,22.984349123618767,13
Barbecue,46.23798160008561,26
Masala,12.24159527684711,6
Hot and Sweet Chilli,29.715330423905886,15
Masala,14.631913033650434,9
Hot and Sweet Chilli,27.625963946941752,17
Masala,13.438610212152803,7
Masala,14.36024169223504,6
Masala,10.672175647040609,7
Classic,13.222351385605169,9
Sour Cream and Onion,28.04437207679505,13
Classic,11.053524819336015,6
Tangy Tomato,55.86788028610695,27
Hot and Sweet Chilli,29.97820855681978,12
Masala,14.142346497245585,7
Barbecue,40.046350958096276,27
Masala,13.68934759280765,6
Tangy Tomato,52.65812661356868,39
Masala,10.714251436504194,9
Tangy Tomato,58.7418205691759,35
Masala,13.292702578350275,7
Barbecue,57.68848551003954,26
Classic,13.068020571187292,8
Tangy Tomato,47.98200376147446,26
Masala,10.388246673358026,9
Classic,13.437031820681188,8
Tangy Tomato,41.32019688280483,27
Classic,12.745651681385864,6
Classic,14.041176050046111,6
Classic,13.488781380367147,6
Hot and Sweet Chilli,29.551152072917013,14
Classic,14.344721261395726,6
Classic,10.384310376380817,7
Barbecue,56.84148874797158,35
Masala,13.53543238633349,9
Masala,10.725982564423301,7
Tangy Tomato,48.05746565265274,38
Barbecue,44.22224942332272,25
Hot and Sweet Chilli,22.810044989087135,16
Classic,10.761647947322677,7
Masala,14.530555010662486,6
Masala,12.916287462280579,7
Hot and Sweet Chilli,22.260289978159996,10
Hot and Sweet Chilli,22.192739619238758,15
Classic,13.017465480216893,6
Masala,12.080607140355461,6
Tangy Tomato,42.45841356930775,24
Tangy Tomato,54.39582906709372,38
Classic,12.269734240541785,9
Classic,13.123919313947013,9
Hot and Sweet Chilli,26.370908370809047,12
Sour Cream and Onion,22.419316803155297,15
Classic,11.173267208879247,6
Masala,14.019792537762601,6
Barbecue,51.26577861907629,27
Sour Cream and Onion,21.428759613394117,12
Barbecue,48.028912618263874,38
Sour Cream and Onion,22.842740929275166,13
Classic,14.118890450505827,7
Hot and Sweet Chilli,20.543320348229038,14
Barbecue,48.04893274867338,32
Barbecue,40.00269386008971,34
Masala,13.915083186583665,6
Masala,11.380847789104497,7
Hot and Sweet Chilli,28.957267259261727,12
Sour Cream and Onion,24.66967999963611,16
Tangy Tomato,44.93647738403804,32
Masala,10.413577307621768,8
Classic,10.509461940330068,6
Hot and Sweet Chilli,21.299299245357012,12
Tangy Tomato,56.8542380432111,36
Sour Cream and Onion,25.718091636071538,13
Sour Cream and Onion,28.91872144810735,15
Hot and Sweet Chilli,24.223845221843057,16
Hot and Sweet Chilli,23.77318053963193,14
Masala,13.37570030574834,6
Masala,13.435096332516213,6
Barbecue,51.29258101994526,36
Sour Cream and Onion,26.327118787486008,13
Tangy Tomato,42.78231697782175,29
Tangy Tomato,54.260921012686374,36
Classic,10.914036183284502,9
Sour Cream and Onion,27.610377902507828,13
Barbecue,53.52216462828822,32
Sour Cream and Onion,22.98052208639443,15
Masala,12.37703303925037,7
Hot and Sweet Chilli,26.44149221475916,13
Masala,10.52404032498786,6
Tangy Tomato,59.13599630968572,35
Classic,14.329100826111777,8
Masala,12.28849802579647,7
Classic,13.172120726432919,8
Classic,11.849066279935883,9
Hot and Sweet Chilli,28.589566854206296,16
Masala,12.082522159519396,6
Classic,12.07898750343725,6
Classic,11.05997027349329,6
Sour Cream and Onion,28.697631766817107,17
Classic,14.400783689607426,6
Barbecue,55.92481191125709,31
Classic,13.038760611263612,7
Classic,11.97367176922414,8
Barbecue,53.03279520954553,26
Hot and Sweet Chilli,27.370965504320512,17
Masala,13.224163020111568,6
Masala,13.410969403133052,7
Sour Cream and Onion,21.99215274894053,14
Classic,10.426706682421624,7
Sour Cream and Onion,23.67785987756153,11
Masala,14.116547149103589,7
Masala,12.57930951356164,8
Masala,10.49933410568089,7
Hot and Sweet Chilli,20.14693388654954,16
Classic,14.555343513836918,7
Hot and Sweet Chilli,20.19327630917601,15
Hot and Sweet Chilli,29.488459558311305,13
Barbecue,49.85729168894893,38
Hot and Sweet Chilli,23.302427793364053,15
Classic,12.975658374528408,9
Sour Cream and Onion,27.24856499315017,11
Hot and Sweet Chilli,29.63499240887588,14
Classic,11.98823789796018,6
Barbecue,46.23727715833766,35
Barbecue,45.345052595871906,25
Masala,12.606480238270695,6
Barbecue,57.14259119712565,30
Hot and Sweet Chilli,20.16947664889581,14
Masala,11.912901617853176,6
Hot and Sweet Chilli,21.202072291205763,17
Tangy Tomato,48.710152509443816,29
Hot and Sweet Chilli,23.418037054921825,13
Hot and Sweet Chilli,22.232633855051965,13
Classic,11.858696474531651,8
Masala,12.840462561689336,6
Masala,13.232293708189653,7
Masala,14.396275574231923,8
Masala,10.117974823227646,8
Masala,14.148815601438224,7
Masala,13.901880617854902,9
Classic,11.035474590882856,7
Masala,11.514578644165963,8
Hot and Sweet Chilli,27.101354317980658,16
Barbecue,44.93207269956049,36
Hot and Sweet Chilli,24.734008814949124,15
Classic,12.369049141989734,7
Masala,12.911043798841156,9
Masala,14.713621595470562,6
Masala,12.65368677643418,8
Masala,12.722411664001314,8
Masala,12.806467714742013,7
Masala,11.828403741306857,7
Masala,13.628136001372079,8
Masala,10.70401474446338,6
Hot and Sweet Chilli,28.471944390335818,14
Masala,12.891491997101802,8
Hot and Sweet Chilli,29.816533238524478,15
Classic,11.940828530634978,8
Classic,13.214094574000871,6
Masala,11.725961042471052,9
Sour Cream and Onion,23.373401410170235,17
Classic,12.349941340789684,7
Masala,10.30314463033234,6
Barbecue,41.24406452329406,25
Barbecue,58.61213609693074,28
Masala,13.154608951145818,7
Masala,10.222819117243397,6
Sour Cream and Onion,29.579341210567705,14
Sour Cream and Onion,27.610883060238756,16
Masala,14.74535598157422,7
Masala,10.381196089867823,7
Hot and Sweet Chilli,29.28660287014883,16
Hot and Sweet Chilli,24.596648704026613,13
Classic,10.90153967711389,6
Hot and Sweet Chilli,20.43899942643005,17
Hot and Sweet Chilli,28.639615807350104,14
Sour Cream and Onion,28.976746726779567,15
Masala,14.218248320259118,8
Masala,14.974906846625466,6
Sour Cream and Onion,28.53784921704667,14
Barbecue,53.18227528939053,32
Classic,10.984628522267142,8
Classic,12.491180002496364,7
Masala,13.558614028730243,7
Hot and Sweet Chilli,25.225397167320533,15
Classic,11.297708915880452,6
Masala,14.596937022863363,7
Masala,10.365407810135075,7
Hot and Sweet Chilli,20.13029567757084,16
Masala,10.950538248918638,7
Hot and Sweet Chilli,27.32122606842956,16
Masala,14.718507964101104,8
Hot and Sweet Chilli,23.952059263099702,12
Masala,14.835263407130174,9
Barbecue,43.23342872473924,31
Classic,13.86544520848733,9
Classic,11.236701579095417,6
Sour Cream and Onion,24.58234650392834,12
Hot and Sweet Chilli,21.62699743808566,13
Masala,13.858134554893038,7
Classic,13.015321530852582,6
Classic,10.045192345396462,6
Sour Cream and Onion,23.7698554192628,15
Hot and Sweet Chilli,22.286767796036088,15
Masala,10.230283670949781,6
Masala,11.608349948297743,6
Hot and Sweet Chilli,25.14683617121439,14
Classic,11.269105390783475,7
Classic,10.145848818226323,7
Hot and Sweet Chilli,28.946427975776345,16
Tangy Tomato,42.37005247196303,34
Classic,10.769035123208038,8
Masala,14.597655123280248,7
Masala,12.473375947956416,6
Masala,13.805039617476961,6
Masala,13.177218228297614,9
Masala,13.771324866735114,8
Masala,10.288514642079495,7
Masala,12.885612930191604,6
Masala,13.110197811854968,6
Barbecue,45.020027665246005,28
Masala,12.869206270522566,7
Classic,13.283155368539381,6
Hot and Sweet Chilli,29.02236403462238,13
Tangy Tomato,58.36478173350874,28
Masala,10.137595925702076,8
Hot and Sweet Chilli,22.20852782963009,11
Tangy Tomato,44.573888188007295,24
Barbecue,43.504435442116545,25
Sour Cream and Onion,26.795499271339082,12
Masala,14.752295852876479,6
Masala,13.595799484722844,9
Classic,12.900444173347273,7
Barbecue,46.52676861863974,26
Classic,11.41248032986426,9
Classic,12.150514382649,7
Masala,14.732282565752026,9
Sour Cream and Onion,24.009417624730467,16
Masala,13.901827515034409,7
Hot and Sweet Chilli,28.888874240036298,13
Hot and Sweet Chilli,22.04680109057284,15
Classic,11.276545382519657,8
Masala,11.657823495335968,7
Masala,10.164048120643042,7
Classic,10.355791425867164,9
Masala,11.47620901244821,7
Classic,12.534602189809174,7
Masala,10.475265227663463,8
Hot and Sweet Chilli,28.358259279105162,14
Classic,13.633746120840984,6
Masala,13.855614079259432,6
Hot and Sweet Chilli,28.247878562777867,12
Masala,14.379415417585285,7
Masala,10.227016407343463,8
Tangy Tomato,48.50456370875388,28
Hot and Sweet Chilli,23.918239632835,15
Sour Cream and Onion,27.655467505158608,12
Masala,12.952155449113466,8
Classic,12.612550905427941,6
Sour Cream and Onion,27.23128273882554,17
Classic,10.050453033445123,9
Hot and Sweet Chilli,22.3041666211735,13
Hot and Sweet Chilli,20.51900943587309,14
Hot and Sweet Chilli,29.668454997992853,17
Barbecue,54.634494731284256,28
Sour Cream and Onion,27.418963269587152,15
Tangy Tomato,55.18137878516751,33
Masala,11.514654528202147,6
Sour Cream and Onion,28.180267491386928,13
Barbecue,45.428771552684005,33
Masala,11.854705040788826,7
Masala,14.997719593595471,10
Sour Cream and Onion,29.84858402762476,17
Classic,11.965976005139611,6
Sour Cream and Onion,21.496014495269524,14
Masala,12.072348577696717,7
Sour Cream and Onion,27.093208284726096,13
Masala,11.345098233991553,6
Masala,12.918863902570559,8
Masala,13.142170237094994,7
Sour Cream and Onion,22.65326137555467,15
Classic,14.746043134352561,7
Classic,13.572120820356211,6
Hot and Sweet Chilli,25.600916974433954,11
Barbecue,50.27708928413536,32
Hot and Sweet Chilli,21.720892292952595,12
Sour Cream and Onion,29.32924862569672,12
Hot and Sweet Chilli,26.97209381909637,14
Hot and Sweet Chilli,28.035181084349343,13
Hot and Sweet Chilli,27.289810616558164,18
Hot and Sweet Chilli,23.446040844475597,12
Sour Cream and Onion,28.07070903866703,16
Classic,10.710852233519478,7
Masala,11.678052271349213,9
Barbecue,43.14652560003657,24
Hot and Sweet Chilli,27.011698615902596,15
Classic,13.355276419299571,6
Barbecue,58.94181334217038,25
Classic,11.559920101632093,7
Masala,10.815176684657954,8
Barbecue,47.744745423561916,29
Classic,11.921775192620675,7
Hot and Sweet Chilli,27.82171263091246,13
Masala,10.057089917270368,7
Sour Cream and Onion,26.15911915676721,12
Classic,12.188306640741018,8
Classic,12.79490317049887,6
Barbecue,56.3425628403117,33
Sour Cream and Onion,25.34290551893676,14
Masala,12.147979717880323,6
Hot and Sweet Chilli,27.1845394732255,16
Masala,10.592461793842002,8
Sour Cream and Onion,28.000034817636816,13
Masala,14.762335583439235,9
Classic,10.658575142895469,7
Sour Cream and Onion,28.087899845635384,14
Barbecue,52.50058372170412,26
Hot and Sweet Chilli,28.714140341908543,14
Sour Cream and Onion,25.01515461479734,17
Masala,13.124370498034995,8
Sour Cream and Onion,28.506802606048463,14
Masala,13.13996691302049,9
Hot and Sweet Chilli,26.740199190587926,15
Sour Cream and Onion,21.869144406084615,15
Masala,11.438163645218392,7
Masala,10.957138402497712,10
Sour Cream and Onion,26.2129244904961,12
Sour Cream and Onion,24.305402095071898,15
Classic,12.022636927869348,6
Classic,11.23565777330696,6
Classic,11.42879162296353,9
Masala,11.667312967980052,7
Hot and Sweet Chilli,23.32456157148712,12
Masala,11.027007042390146,8
Barbecue,58.88897165388607,37
Classic,13.9243091147944,8
Hot and Sweet Chilli,26.3228215363764,16
Hot and Sweet Chilli,27.809958936149915,16
Barbecue,52.02205391248657,27
Masala,11.389263880448562,6
Classic,14.70636224120926,6
Classic,14.901843704710926,6
Classic,12.250582632374055,6
Masala,10.896823410061053,6
Barbecue,50.955693887666385,35
Barbecue,48.072020047231824,27
Classic,10.94907651486078,10
Classic,12.113643184469662,8
Barbecue,50.394085257889685,30
Sour Cream and Onion,22.642762631586393,13
Masala,12.58394969564079,7
Classic,11.342668780338037,9
Classic,12.748031342653784,7
Hot and Sweet Chilli,29.68537331699892,14
Sour Cream and Onion,25.95359661258604,14
Barbecue,41.51167227708134,30
Barbecue,41.366682096912086,32
Hot and Sweet Chilli,20.920669860824756,14
Masala,12.290111058341294,8
Tangy Tomato,52.97009640237376,37
Sour Cream and Onion,26.416319088273546,16
Masala,14.82507684727236,7
Barbecue,51.273199420575246,32
Barbecue,54.13259739757419,30
Classic,11.564536971068241,8
Classic,11.247621834191243,6
